Country Code,Name,Location,System ID,URL,Auto-Discovery URL,Scooter URL
US,Lyft,"Washington, DC",lyft_dca,https://www.lyft.com/scooters/washington-dc,https://s3.amazonaws.com/lyft-lastmile-production-iad/lbs/dca/gbfs.json,https://s3.amazonaws.com/lyft-lastmile-production-iad/lbs/dca/free_bike_status.json
US,Lyft Scooters Chicago,"Chicago, IL",chicago,https://www.divvybikes.com,https://s3.amazonaws.com/lyft-lastmile-production-iad/lbs/chi/gbfs.json,https://s3.amazonaws.com/lyft-lastmile-production-iad/lbs/chi/free_bike_status.json
US,Lyft Scooters Denver,"Denver, CO",lyft_den,https://www.lyft.com/,https://s3.amazonaws.com/lyft-lastmile-production-iad/lbs/den/gbfs.json,https://s3.amazonaws.com/lyft-lastmile-production-iad/lbs/den/free_bike_status.json
US,Lyft Scooters Los Angeles,"Los Angeles, CA",lyft_lax,https://www.lyft.com/,https://s3.amazonaws.com/lyft-lastmile-production-iad/lbs/lax/gbfs.json,https://s3.amazonaws.com/lyft-lastmile-production-iad/lbs/lax/free_bike_status.json
US,Lyft Scooters Miami,"Miami, FL",lyft_mia,https://www.lyft.com/,https://s3.amazonaws.com/lyft-lastmile-production-iad/lbs/mia/gbfs.json,https://s3.amazonaws.com/lyft-lastmile-production-iad/lbs/mia/free_bike_status.json
US,Lyft Scooters Minneapolis,"Minneapolis, MN",niceridemn,https://www.lyft.com/,https://s3.amazonaws.com/lyft-lastmile-production-iad/lbs/msp/gbfs.json,https://s3.amazonaws.com/lyft-lastmile-production-iad/lbs/msp/free_bike_status.json
US,Lyft Scooters San Diego,"San Diego, CA",lyft_san,https://www.lyft.com/,https://s3.amazonaws.com/lyft-lastmile-production-iad/lbs/san/gbfs.json,https://s3.amazonaws.com/lyft-lastmile-production-iad/lbs/san/free_bike_status.json
